LON,LAT,location_type,icon_type,nursery_code,name,physical_street,mailing_street,city,state,zip,phone,fax,email,website,Tree Fruits,Small Fruits,Nuts,Supplies,Apples,Blackberries,Blueberries,Cherries,Currants,Elderberries,Figs,Gooseberries,Grapes,Jujubes,Kiwi,Nectarines,Pawpaws,Peaches,Pears,Persimmons,Plums,Raspberries,Strawberries,Butternuts,Chinese-Chestnuts,Hazelnuts-Filberts,Heartnuts,Hicans,Hickory-Shagbark,Hickory-Shellbark,Hickory-Hybrid,Pecan-Northern,Walnuts-Black,Walnuts-PersianHardyEnglish,Almonds
-86.0323424,37.4233737,nursery_source,N,NR,Nolin River Nut Tree Nursery,797 Port Wooden Road,,Upton,KY,42784,270-369-8551,,john.brittain@windstream.net,http://nolinnursery.com,no,no,yes,no,,,,,,,,,,,,,Allegheny - Potomac - Shenandoah -,,,Deer Magnet - Dollywood - Early Golden - Evelyn - F-39 (90 chromosome male pollinator) - Garretson - H-118 - Janet - John Rick - Morris Burton - Munich - Nikita's Gift (Asian-American Hybrid) - Prok - Valeene Beauty - Yates -,,,,,,,,Bixby - Burlington - Burton - Henke - McAllister - T-92 -,,,Mitch Russell -,Green River - Hark - Kanza - Lakota - Major - Mandan - Nacono - Pawnee - Posey - Yates 68 - Yates 127 -,,,
-72.5905978,42.4272704,nursery_source,F,NU,Nourse Farm Inc ,41 River Road,,South Deerfield,MA,1373,413-665-2658,413-665-7888,info@noursefarms.com,http://www.noursefarms.com,no,yes,no,no,,Caddo - Natchez - Ouachita - Chester - Triple Crown - Prime ARK 45 -,Bluecrop - Bluegold - Blueray - Chandler - Darrow - Duke - Elliott - Jersey - Patriot - Reka -,,Jonkeer Van Tets - Rovada - Pink Champagne -,,,Hinnomaki Red - Invicta - Tixia -,,,,,,,,,,AAC Eden - Boyne - Encore - Killarney - Latham - Nova - Prelude - Royalty - Bristol  - Jewel - Mac Black - BP-1 - Caroline - Heritage - Himbo Top - Joan J - Polana - Anne - Double Gold - Niwot -,Allstar - Cabot - Cavendish - Clancy - Darselect - Earliglow - Flavorfest - Galletta - Honeoye - Jewel - Rutgers Scarlet - Sonata - AC Valley Sunset - AC Wendy - Albion - San Andreas -,,,,,,,,,,,,
-122.5267302,45.4757408,nursery_source,FN,OG,One Green World,6469 SE 134th Ave,,Portland,OR,97236-4540,877-353-4028,800-418-9983,info@onwgreenworld.com,http://www.onegreenworld.com,yes,yes,yes,no,"Antique, Hard Cider or Heirloom Cultivars - Arkansas Black - Cortland - Empire - Enterprise * - Freedom * - Fuji - Gala - Golden Delicious (Yellow Delicious) - GoldRush * - Granny Smith - Honeycrisp - Jonagold  (Plant red strains) - Jonathan (Plant red strains) - Liberty * - Lodi - Melrose - Mutsu (Crispin) - Pink Lady (Cripps Pink) - Priscilla * - Rome - Roxbury Russet - Spartan * - WineCrisp * - Yellow Transparent - Rootstocks -",Apache - Chester - Triple Crown - Prime ARK 45 -,Aurora - Bluecrop - Bluejay - Blueray - Chandler - Darrow - Draper - Duke - Earliblue - Legacy - Liberty - Patriot - Spartan - Misty - Star -,Hartland - Kristin - Sam - White Gold - Danube -,Crandall - Belaruskaja - Consort - Minaj Smeriou - Titania - Jonkeer Van Tets - Red Lake - Rovada - Primus - White Imperial - Pink Champagne -,Adams #1 - Bob Gordon - Nova - Ranch - Wyldewood 1 - York -,Celeste - Chicago Hardy -,Amish Red - Black Velvet - Captivator - Hinnomaki Red - Hinnomaki Yellow - Invicta - Jahns Prairie - Jeanne - Pixwell -,Concord - Concord - Mars - Reliance - Vanessa -,,,Fantasia - Flavortop - Hardired - Red Gold - Sunglo -,Allegheny - KSU - Atwood - KSU - Benson - KSU - Chappell  - Mango - Maria's Joy - NC-1 - Overleese - Pennsylvania Golden - Potomac - Shenandoah - Sunflower - Susquehanna - Tallahatchie - Wabash - Premium Seed -,Canadian Harmony - Contender - Redhaven - Reliance - Belle of Georgia -,Honeysweet - Kieffer - Moonglow - Seckel - Korean Giant (Olympic) - Niitaka - Shinko -,Early Golden - John Rick - Meader - Mohler -,,Encore - Royalty - Heritage - Anne -,Earliglow - Jewel - Albion -,,,Epsilon - Felix - Gamma - Jefferson - McDonald - Sacajawea - Wepster - Yamhill -,,,,,,,Football - Hershey's - Meyers (Elmer Meyers) -,,
-84.5025523,37.4255521,nursery_source,FN,PH,Peaceful Heritage Nursery,2670 Ky Hwy 39 S,,Crab Orchard,KY,40419,606-355-7242,,order@peacefulheritage.com,http://www.peacefulheritage.com,yes,yes,yes,yes,Arkansas Black - Crimson Crisp * - Enterprise * - Fuji - Golden Delicious (Yellow Delicious) - GoldRush * - Granny Smith - Honeycrisp - Liberty * - Mollies Delicious - Pink Lady (Cripps Pink) - Pixie Crunch * - Pristine * - Red Delicious - Redfree * - Yellow Transparent -,Von - Triple Crown -,Bluecrop - Bluejay - Chandler - Duke - Patriot -,,,,Celeste - Chicago Hardy -,,Concord - Concord - Reliance -,,,,Allegheny - KSU - Atwood - KSU - Benson - KSU - Chappell  - Mango - NC-1 - Overleese - Pennsylvania Golden - Potomac - Shenandoah - Summer Delight - Sunflower - Susquehanna - Tallahatchie - Wabash -,Candor - Contender - Redhaven - Redskin - Belle of Georgia -,Ayers - Blake's Pride - Kieffer - Moonglow - Potomac - Sunrise - Korean Giant (Olympic) - Megietsu - Niitaka - Shinko -,Prok - Rosseyanka (Asian-American Hybrid) - Yates -,Ozark Premier -,,,,,,,,,,,,,,
-94.1635301,35.6553512,nursery_source,F,PN,Pense Nursery,2318 US 71,P.O. Box 449,Mountainburg,AR,72946,479-369-2494,,pensefarms1@hotmail.com,http://www.penseberryfarm.com,yes  ,yes,no,no,Arkansas Black - Crimson Crisp * - Empire - Enterprise * - Fuji - Gala - Golden Delicious (Yellow Delicious) - GoldRush * - Granny Smith - Jonathan (Plant red strains) - Liberty * - Pristine * - Red Delicious - Redfree * - Sundance * -,Apache - Caddo - Natchez - Osage - Ouachita - Ponca - Triple Crown - Prime ARK 45 -,Bluecrop - Bluejay - Blueray - Chandler - Duke - Patriot - Climax -,Montmorency - North Star -,Crandall - Red Lake - Primus - White Imperial - Pink Champagne -,Adams #1 - Bob Gordon - Johns - Nova - Ranch - Wyldewood 1 - York -,Celeste -,Black Velvet - Captivator - Pixwell -,Concord - Frontenac - Catawba - Vidal blanc - Concord - Mars - Reliance - Vanessa -,,Anna Hardy Female - Hardy Kiwi Male - Issai Hardy Female - Kens Red Hardy Female -,,,Contender - Cresthaven - Gloria - Loring - Redhaven - White River -,Kieffer - Moonglow - Korean Giant (Olympic) -,,Methley - Santa Rosa -,Boyne - Encore - Killarney - Latham - Nova - Prelude - Jewel - BP-1 - Caroline - Heritage - Himbo Top - Joan J - Polana - Anne - Double Gold - Niwot -,Chandler - Earliglow - Honeoye - Jewel -,,,,,,,,,,,,
-77.7388818,39.3253786,nursery_source,F,PT,Peterson Pawpaws,,P.O. Box 1011,Harpers Ferry,WV,25425,304-535-3125,,,http://www.petersonpawpaws.com,no,yes,no,no,,,,,,,,,,,,,Allegheny - Potomac - Shenandoah - Susquehanna - Tallahatchie - Wabash -,,,,,,,,,,,,,,,,,,
-86.39019,36.4794313,nursery_source,FN,RB,Rock Bridge Trees,199 Dry Fork Creek Road,,Bethpage,TN,37022,615-841-3664,,,http://www.rockbridgetrees.com,yes,yes,yes,no,Fuji - Ginger Gold - Golden Delicious (Yellow Delicious) - GoldRush * - Jonagold  (Plant red strains) - Jonamac - Melrose - Pink Lady (Cripps Pink) - Redfree * - Yellow Transparent -,Triple Crown -,,,,Adams II - Bob Gordon - Marge - Wyldewood 1 - York -,,,,,,,Overleese - NC-1 - Pennsylvania Golden - Sunflower -,,Potomac - Seckel - Korean Giant (Olympic) -,,,,,,,,,Burton - T-92 -,Cody Cox - Grainger - J. Yoder #1 - Porter -,Fayette - Longnecker - Selbehers - Simpson #1 -,,Bean - Green River - Hark - Kanza - Lakota - Major - Mandan - Pawnee - Posey - Yates 68 - Yates 127 -,,,
-122.4120622,46.5886663,nursery_source,FN,RT,Raintree Nursery,391 Butts Road,,Morton,WA,98356,800-391-8892,888-770-8358,customerservice@raintreenursery.com,http://www.raintreenursery.com,yes,yes,yes,yes,"Antique, Hard Cider or Heirloom Cultivars - Arkansas Black - Dayton * - Enterprise * - Honeycrisp - Jonagold  (Plant red strains) - Liberty * - Pristine * - Shizuka - Spartan * - Zestar! - Rootstocks -",Osage - Triple Crown - Prime-Ark Traveler -,Bluecrop - Bluegold - Blueray - Chandler - Darrow - Earliblue - Jersey - Liberty - Reka - Misty -,Hartland - Kristin - Danube - Montmorency -,Crandall - Redstart -,Johns - Nova - Wyldewood 1 -,Chicago Hardy -,Black Velvet - Captivator - Hinnomaki Red - Hinnomaki Yellow - Invicta - Jahns Prairie - Pixwell - Poorman - Tixia -,Regent - Buffalo -,Lang - Li  -,Ananasnaya Female - Chang Bai Hardy - Kens Red Hardy Female -,Hardired -,Pennsylvania Golden - Shenandoah - Sunflower - Susquehanna -,White Lady -,Ayers - Blake's Pride - Honeysweet - Seckel - Korean Giant (Olympic) -,Nikita's Gift (Asian-American Hybrid) -,Methley - Shiro - Blues Jam - Seneca - Stanley -,,Albion -,,,Wepster -,,,,,,,,Ambassador -,
-94.1750099,35.6008438,nursery_source,F,SI,Simmons Plant Farm,11542 N Hwy 71,,Mountainburg,AR,72946,479-369-2345,479-369-2345,simmonsplantfarm@hotmail.com,http://www.simmonsplantfarm.com,no,yes,no,no,,Chickasaw - Apache - Natchez - Osage - Ouachita - Ponca - Triple Crown - Prime ARK 45 - Prime-Ark Traveler -,Bluecrop - Bluejay - Blueray - Duke - Legacy - Ozarkblue - Brightwell - Climax - Delite -,,,,,,Concord - Cynthiana - Catawba - Concord - Mars - Reliance - Vanessa -,,,,,,,,,,,,,,,,,,,,,,
-75.031408,44.684765,nursery_source,F,SL,St. Lawrence Nurseries,325 NY-345,P.O. Box 957,Potsdam,NY,13676,315-261-1925,,connor@stlawrencenurseries.com,http://www.stlawrencenurseries.com,yes,yes,no,no,"Antique, Hard Cider or Heirloom Cultivars - Cameo  - Cortland - Early Cortland - Early Harvest - Empire - Enterprise * - Freedom * - Ginger Gold - Grimes Golden  - Honeycrisp - Liberty * - Lodi - Paulared - Priscilla * - Red June (Carolina Red June) - Regent - Spartan * - Yellow Transparent - Zestar! -",,Bluegold - Patriot -,,Crandall - Consort - Titania - Red Lake - White Imperial -,Adams #1 - Johns - Nova - York -,,Pixwell -,,,,,,,Tyson -,,,Boyne - Killarney -,,,,,,,,,,,,,
-91.0823388,39.4277938,nursery_source,FN,ST,Stark Brothers Nurseries & Orchards Co,20947 us-54,P.O. Box 1800,Louisiana,MO,63353,800-325-4180,888-485-3220,info@starkbros.com,http://www.starkbros.com,yes,yes,yes,yes,Arkansas Black - Blondee - CandyCrisp - Cortland - Empire - Royal Empire - Enterprise * - Freedom * - Fuji - September Wonder Fuji - Gala - Buckeye Gala (Simmons Cultivar) - Golden Delicious (Yellow Delicious) - GoldRush * - Granny Smith - Grimes Golden  - Honeycrisp - Jonafree *  - Jonagold  (Plant red strains) - Liberty * - Mutsu (Crispin) - Pink Lady (Cripps Pink) - Pristine * - Red Delicious - Starkrimson Red Delicious - Starkspur Rome - Suncrisp - WineCrisp * - York (York Imperial) - Zestar! -,Chickasaw - Natchez - Ouachita - ST - Triple Crown - Prime ARK 45 - Prime-Ark Traveler - Stark Black Gem -,Bluecrop - Bluejay - Blueray - Chandler - Darrow - Duke - Earliblue - Elliott - Patriot - Misty -,EbonyPearl - Hedelfingen - Kristin - Regina - Sam - White Gold - Balaton - Montmorency - North Star -,Consort - Red Lake -,Adams #1 - Bob Gordon - Johns - Nova - Ranch - Wyldewood 1 - York -,Celeste - Chicago Hardy -,Hinnomaki Red - Invicta - Pixwell -,Frontenac - Golden Muscat - Marquis -,,Anna Hardy Female - Hardy Kiwi Male - Issai Hardy Female -,Fantasia - Hardired - Mericrest - Red Gold - Sunglo -,Mango - NC-1 - Pennsylvania Golden - Potomac - Shenandoah - Sunflower - Susquehanna - Wabash -,Canadian Harmony - Contender - Cresthaven - Earlystar - Intrepid - July Prince - Loring - PF 17 Flamin'Fury - PF 19-007 Flamin' Fury - PF 28-007 Flamin' Fury - PF 8 Ball Flamin' Fury - PF Lucky 13 Flamin' Fury - Redhaven - Reliance - Sentry - Belle of Georgia - Blushingstar -,Blake's Pride - Honeysweet - Moonglow - Seckel - Shenandoah - Sunrise -,Yates -,Methley - Ozark Premier - Santa Rosa - Shiro - Blue Damson - Stanley -,Encore - Killarney - Latham - Prelude - Royalty - Bristol  - Jewel - Caroline - Crimson Night - Heritage - Himbo Top - Joan J - Anne - Double Gold -,Allstar - Cabot - Clancy - Earliglow - Honeoye - Jewel -,,Eaton River - Qing -,,,,,,,Colby - Hardy - Kanza - Lakota - Pawnee -,,Lake -,
-85.9122626,42.2155227,nursery_source,F,SU,Summit Tree Sales,37456 Red Arrow Highway,,Paw Paw,MI,49079,800-424-2765,,summit@summittreesales.com,http://www.summittreesales.com,yes,no,no,yes,"Antique, Hard Cider or Heirloom Cultivars - Arkansas Black - Bakers Delight - Blondee - Bonnie Best - Cameo  - Red Cameo - CandyCrisp - Cortland - Redcort Cortland - Royal Court  - Crimson Crisp * - Crunch-A-Bunch - Dayton * - Earligold - Empire - Crown Empire - Royal Empire - Enterprise * - EverCrisp - Freedom * - Fuji - Auvil Early Fuji - Aztec Fuji - Banning Red Fuji - Daybreak Fuji - Myra Red Fuji - Rising Sun Fuji - September Wonder Fuji - Sun Fuji - Top Export Fuji - Gala - Autumn Gala - Brookfield Gala - Buckeye Gala (Simmons Cultivar) - Crimson Gala - Fulford Gala - Gale Gala - Grand Gala - Imperial Gala - Pacific Gala - Wildfire Gala - Ginger Gold - Gibson Strain - Golden Supreme - GoldRush * - Granny Smith - Grimes Golden  - Honeycrisp - Firestorm - Royal Red Honeycrisp - Jonafree *  - Jonagold  (Plant red strains) - Jonagold De Coster - Jonagold Supra - Jonagored - Jonastar - Red Jonaprince - Rubinstar Jonagold - Jonamac - Jonathan (Plant red strains) - Improved Red Jonathan - Lucky Jon Jonathan - Ruby Jon - Liberty * - Lodi - Ludacrisp - RubyMac - Mollies Delicious - Melrose - Mutsu (Crispin) - Nittany - Paulared - Pink Lady (Cripps Pink) - Barnsby Cultivar - Lady in Red - Pixie Crunch * - Pristine * - Red Delicious - Earlichief Red Delicious - Early Red One Red Delicious - Midnight Red Spur Red Delicious - Scarlet Spur II Red Delicious - Red Chief 2000 - Schlect Spur - Super Chief Red Delicious - Redfield ** - Redfree * - Law Red Rome - Lawspur - Red Rome Beauty (Law) - Rosalee - Roxbury Russet - Shizuka - Spartan * - Summerset - Suncrisp - Sundance * - Sweet Zinger - WineCrisp * - Yellow Transparent - York (York Imperial) - Red Yorking - Zestar! - Rootstocks -",,,Black Gold - Black Pearl - EbonyPearl - Hartland - Hedelfingen - Kristin - Regina - Sam - White Gold - Balaton - Danube - Montmorency - North Star -,,,,,,,,Brigantine - Easternglo - Fantasia - Firebrite - Flavortop - Hardired - Mericrest - Red Gold - Sunglo - Arctic Glo -,,Allstar - Autumnstar - Biscoe - Blazingstar - Bounty - Canadian Harmony - Candor - Contender - Coralstar - Cresthaven - Earlystar - Encore - Ernie's Choice - Flame Prince - Garnet Beauty  - Glohaven - Glowingstar - Harrow Diamond - Intrepid - Jerseyglo - John Boy - John Boy II - July Prince - Laurol - Loring - Madison - PF 1 Flamin' Fury - PF 7 Flamin' Fury - PF 15A Flamin' Fury - PF 17 Flamin'Fury - PF 19-007 Flamin' Fury - PF 20-007 Flamin' Fury - PF 23 Flamin' Fury - PF 24C Flamin' Fury - PF 25 Flamin' Fury - PF 27A Flamin' Fury - PF 28-007 Flamin' Fury - PF 35-007 Flamin' Fury - PF 5B Flamin' Fury - PF 5D Big Flamin' Fury - PF Big George Flamin'Fury - PF 8 Ball Flamin' Fury - PF 9A-007 Flamin' Fury - PF Lucky 13 Flamin' Fury - PF Lucky 24B Flamin' Fury - Redhaven - Redskin - Reliance - Risingstar - Sentry - Starfire - Summer Serenade - Belle of Georgia - Blushingstar - N.J. 252 - Raritan Rose - Snow Giant - Sugar Giant - Sugar May - White Lady -,Blake's Pride - Honeysweet - Kieffer - Moonglow - Potomac - Seckel - Shenandoah - Korean Giant (Olympic) - Niitaka - Shinko -,,Methley - Ozark Premier - Queen Rosa - Ruby Queen - Santa Rosa - Shiro - Bluebyrd - Bluefre - Blues Jam - Castleton - Damson - Shropshire Damson - Kenmore (NY9) - Long John - President - Seneca - Stanley -,,,,,,,,,,,,,,
-122.839419,45.100344,nursery_source,FN,TC,TRECO Oregon Rootstock and Tree Co,10906 Monitor-McKee Road,P.O. Box 98,Woodburn,OR,97071,503-634-2209,503-634-2344,,http://www.treco.nu,yes,no,yes,no,,,,,,,,,,,,,,,,,,,,,,Dorris - Eta - Felix - Jefferson - McDonald - Wepster -,,,,,,,,,
-85.7932488,35.8049002,nursery_source,F,VU,Vaughn Nursery,8678 Smithville Hwy,,McMinnville,TN,37110,931-934-2715,931-934-2724,vaughnnursery@blomand.net,http://www.vaughnnursery.com,yes,no,no,no,Arkansas Black - Earligold - Empire - Fuji - Gala - Golden Delicious (Yellow Delicious) - Granny Smith - Honeycrisp - Jonathan (Plant red strains) - Liberty * - Lodi - Mollies Delicious - Mutsu (Crispin) - Pink Lady (Cripps Pink) - Early Red One Red Delicious - Redfield ** - Roxbury Russet - Shizuka -,,,,,,,,,,,Red Gold -,,Augustprince - Autumnprince - Blaze Prince - Bounty - Contender - Cresthaven - Encore - Fireprince - Flame Prince - Intrepid - July Prince - Loring - Redhaven - Redskin - Scarlet Prince - Belle of Georgia -,Ayers - Kieffer - Moonglow -,,Methley - Ozark Premier - Ruby Queen - Santa Rosa -,,,,,,,,,,,,,,
-86.1989049,37.3881901,nursery_source,F,VM,Van Meter Family Farm,164 Old Peonia Loop Rd.,,Clarkson,KY,42726,270-963-2320,,vanmeterfamilyfarm@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,Camarosa - Camino Real - Chandler - Redchief - Sweet Charlie -,,,,,,,,,,,,
-120.2310013,47.4067955,nursery_source,F,VW,Van Well Nursery,2821 Grant Road,P.O. Box 1339,East Wenatchee,WA,98802,509-886-8189,509-886-0294,vanwell@vanwell.net,http://www.vanwell.net,yes,no,no,no,Ambrosia - Arkansas Black - Red Cameo - Royal Court  - Crimson Crisp * - Royal Empire - EverCrisp - Auvil Early Fuji - Aztec Fuji - Gale Gala - Ginger Gold - Gibson Strain - Granny Smith - Honeycrisp - Royal Red Honeycrisp - Red Jonaprince - Jonamac - Ruby Jon - RubyMac - Mutsu (Crispin) - Pink Lady (Cripps Pink) - Lady in Red - Scarlet Spur II Red Delicious - Super Chief Red Delicious - Rootstocks -,,,Black Pearl - White Gold -,,,,,,,,Fantasia - Firebrite - Flavortop - Red Gold - Arctic Glo -,,Allstar - Autumnstar - Blazingstar - Canadian Harmony - Coralstar - Cresthaven - Early Redhaven - Glohaven - Gloria - Glowingstar - Loring - Madison - PF Lucky 13 Flamin' Fury - Redhaven - Reliance - Risingstar - Starfire - Belle of Georgia - Blushingstar - White Lady -,Seckel -,,Santa Rosa - Shiro - Kenmore (NY9) - President - Stanley -,,,,,,,,,,,,,,
-76.8749055,43.2643113,nursery_source,F,WN,Wafler Nursery,10748 Slaght Road,,Wolcott,NY,14590,877-397-0874,,,http://www.waflernursery.com,yes,no,no,yes,Ambrosia - Bakers Delight - Royal Court  - Crunch-A-Bunch - Earligold - Royal Empire - Enterprise * - EverCrisp - Rising Sun Fuji - September Wonder Fuji - Sun Fuji - Buckeye Gala (Simmons Cultivar) - Imperial Gala - Honeycrisp - Ludacrisp - Pink Lady (Cripps Pink) - Rome - Rosalee - Summerset - Sweet Zinger - WineCrisp * - Yellow Transparent - Zestar! -,,,,,,,,,,,,,,Seckel -,,,,,,,,,,,,,,,,
-123.1100232,44.9865308,nursery_source,FN,WF,Whitman Farms,3995 Gibson Road NW,,Salem ,OR,97304,503-585-8728,503-363-5020,lucile@whitmanfarms.com,http://www.whitmanfarms.com,no,yes,yes,no,,,,,Crandall - Consort - Minaj Smeriou - Titania - Jonkeer Van Tets - Red Lake - Redstart - Rolam - Rovada - Primus - White Imperial -,,Chicago Hardy -,Amish Red - Black Velvet - Captivator - Hinnomaki Red - Hinnomaki Yellow - Invicta - Jahns Prairie - Jeanne - Pixwell - Poorman -,Marquis -,,Ananasnaya Female - Hardy Kiwi Male - Kens Red Hardy Female -,,Sunflower -,,,,,,,,,,,,,,,,,,
-119.5667123,47.1633935,nursery_source,F,WD,Willow Drive Nursery,3560 Road 5 NW,,Ephrata,WA,98823,509-787-1555,,jimadams@willowdrive.com,http://www.willowdrive.com,yes,no,no,no,Ambrosia - Royal Court  - EverCrisp - Aztec Fuji - Gala - Brookfield Gala - Buckeye Gala (Simmons Cultivar) - Ultima Gala - Wildfire Gala - Smoothie - Granny Smith - Honeycrisp - Royal Red Honeycrisp - Jonastar - Lady in Red - Summerset -,,,Black Pearl - EbonyPearl - Balaton - Montmorency -,,,,,,,,,,,,,,,,,,,,,,,,,,,
